sort-key	name	mech-tons	engine-default	left arm	left torso	center	right torso	right arm	head	jj	ecm	masc	engines	hardpoints	torso/arm	costs	mechfilter-faction	mechfilter-variant	mechfilter-family	mechfilter-type	default-engine	engine-speedtweak	engine-min	engine-max
innersphere.zeus.skokomish hero	skokomish hero	80	xl 320	1 b	1 e 2 m (20x2)	1 e	1 ams	2 m (20, 15)					160 - 400 xl 320	2 1 4	90 / 20 20 / 30	n/a	innersphere	555	zeus	hero	320	0	160	400
innersphere.zeus.zeu-9s2	zeu-9s2	80	xl 320	2 b	2 e		1 ams	3 m (20, 15x2)					160 - 390 xl 320	2 2 3	90 / 20 20 / 30	4,515 11,278,322	innersphere	430	zeus	normal	320	0	160	390
innersphere.zeus.zeu-9s2(l) special	zeu-9s2(l) special	80	xl 320	2 b	2 e		1 ams	3 m (20, 15x2)					160 - 390 xl 320	2 2 3	90 / 20 20 / 30	n/a	innersphere	341	zeus	special	320	0	160	390
innersphere.griffin.grf-1s(c) champion	grf-1s(c) champion	55	xl 325		2 m (20, 10)		1 ams	4 e		7			110 - 360 xl 325	4 0 2	130 / 35 25 / 30	2,245	innersphere	272	griffin	champion	325	0	110	360
innersphere.trebuchet.loup de guerre hero	loup de guerre hero	50	xl 325	1 e 1 m (20)	1 m (20)		1 ams 1 m (20)	1 e 1 m (20)		5			100 - 325 xl 325	2 0 4	115 / 35 35 / 40	3,750	innersphere	157	trebuchet	hero	325	0	100	325
innersphere.cicada.x-5 hero	x-5 hero	40	xl 330	1 e	1 e 1 m (20)		1 e 1 m (20)	1 e					100 - 340 xl 330	4 0 2	125 / 0 30 / 30	3,000	innersphere	64	cicada	hero	330	0	100	340
innersphere.victor.dragon slayer hero	dragon slayer hero	80	xl 330	1 e	2 m (10, 5)		1 ams 2 e	2 b		4			160 - 400 xl 330	3 2 2	90 / 20 20 / 30	6,000	innersphere	87	victor	hero	330	0	160	400
innersphere.awesome.pretty baby hero	pretty baby hero	80	xl 340	2 m (4x2)	1 e		1 ams 1 m (15)	1 e	1 e				160 - 400 xl 340	3 0 3	100 / 40 20 / 30	6,000	innersphere	58	awesome	hero	340	0	160	400
innersphere.battlemaster.blr-3s	blr-3s	85	xl 340		3 e 1 m (10)		1 ams 3 e	1 m (15)					170 - 400 xl 340	6 0 2	80 / 30 20 / 30	4,705 11,760,821	innersphere	150	battlemaster	normal	340	0	170	400
innersphere.cicada.cda-2a(c) champion	cda-2a(c) champion	40	xl 340		2 e	2 e	1 ams 2 e						100 - 340 xl 340	6 0 0	125 / 0 30 / 30	1,600	innersphere	134	cicada	champion	340	0	100	340
innersphere.grasshopper.ghr-5h(c) champion	ghr-5h(c) champion	70	xl 340	1 e	1 ams 2 e	1 e	2 e	1 e	1 m (5)	4			140 - 340 xl 340	7 0 1	120 / 30 20 / 30	2,960	innersphere	450	grasshopper	champion	340	0	140	340
innersphere.victor.vtr-9s(c) champion	vtr-9s(c) champion	80	xl 340	2 e	3 m (10, 5, 2)		1 ams	2 b		4			160 - 385 xl 340	2 2 3	90 / 10 20 / 30	3,725	innersphere	147	victor	champion	340	0	160	385
innersphere.wolverine.wvr-6k(c) champion	wvr-6k(c) champion	55	xl 340		1 m (10)		1 ams	4 e	1 e				110 - 375 xl 340	5 0 1	125 / 30 30 / 35	2,145	innersphere	273	wolverine	champion	340	0	110	375
innersphere.phoenixhawk.pxh-2(c) champion	pxh-2(c) champion	45	xl 345	3 e	1 ams	1 ecm		3 e		6			100 - 355 xl 345	6 0 0	110 / 30 25 / 35	n/a	innersphere	527	phoenixhawk	champion	345	0	100	355
innersphere.cyclops.sleipnir hero	sleipnir hero	90	xl 360	1 e	1 ams 2 b	1 m (10)	2 b	2 e	1 e				180 - 400 xl 360	4 4 1	80 / 20 20 / 30	6,750	innersphere	439	cyclops	hero	360	0	180	400
innersphere.thanatos.hangover hero	hangover hero	75	xl 375	2 e	1 ecm 1 e	1 e	1 ams 1 e	5 m (20x3, 10, 5)		5			150 - 400 xl 375	5 0 5	105 / 20 20 / 30	n/a	innersphere	642	thanatos	hero	375	0	150	400
innersphere.thanatos.tns-4s	tns-4s	75	xl 375	2 e	1 ecm 1 e		1 ams 1 e	2 m (20x2)		5			150 - 400 xl 375	4 0 2	105 / 20 20 / 30	n/a	innersphere	637	thanatos	normal	375	0	150	400
innersphere.banshee.la malinche hero	la malinche hero	95	xl 380	1 e	1 b 1 e	1 ams	1 m (20)	1 e	1 e				190 - 400 xl 380	4 1 1	90 / 20 20 / 30	7,125	innersphere	143	banshee	hero	380	0	190	400
innersphere.banshee.siren hero	siren hero	95	xl 380	3 e	2 b	1 ams	1 e	1 m (20)		4			190 - 400 xl 380	4 2 1	90 / 20 20 / 30	n/a	innersphere	694	banshee	hero	380	0	190	400
innersphere.nightstar.nsr-9fc	nsr-9fc	95	xl 380	1 b 1 e	1 ams		2 e	1 b 1 e	1 e				190 - 400 xl 380	5 2 0	95 / 30 25 / 30	n/a	innersphere	617	nightstar	normal	380	0	190	400
innersphere.zeus.zeu-6t(c) champion	zeu-6t(c) champion	80	xl 380	1 e	2 e	1 e	1 ams	3 m (20, 15x2)					160 - 390 xl 380	4 0 3	90 / 20 20 / 30	3,560	innersphere	451	zeus	champion	380	0	160	390
innersphere.atlas.boar&#039;s head hero	boar&#039;s head hero	100	xl 400	1 ams 3 e	1 m (10)		1 b	3 e					200 - 400 xl 400	6 1 1	85 / 35 16 / 30	7,500	innersphere	103	atlas	hero	400	0	200	400
innersphere.charger.cgr-3k	cgr-3k	80	xl 400	1 e	1 e		1 e 2 m (20x2)	1 ams 1 e		5			200 - 400 xl 400	4 0 2	100 / 30 25 / 30	n/a	innersphere	761	charger	normal	400	0	200	400
